,순번,영화명,평론가명,평점,한줄평
0,1,베테랑,김성훈,4.5,마침내 완성된 류승완표 <폴리스 스토리>
1,1,베테랑,김현수,4.0,현실에 맞서는 태도의 완성
2,1,베테랑,김혜리,4.0,의협심과 그루브. 감독의 성정과 특기가 투명하게 드러난 소나기 같은 영화
3,1,베테랑,박평식,3.0,아웃복서의 게임처럼
4,1,베테랑,이동진,3.5,심플하고 힘 있게 치고 달리는 영화가 선사하는 통쾌함
5,1,베테랑,이용철,3.0,"통쾌하다. 단, 극장 나오기 전까지만"
6,1,베테랑,이주현,4.0,"제대로 류승완다운 액션•오락영화, 그 완성형"
7,1,베테랑,황진미,3.5,<짝패>의 길거리 액션과 <부당거래>의 비판의식이 만나다
8,2,암살,김현수,3.5,원스 어폰 어 타임 인 경성
9,2,암살,박평식,2.5,"자충수가 된 무리수, 곁눈질"
10,2,암살,이동진,3.0,다 맛보아도 포만감은 들지 않는 잔칫상
11,2,암살,이용철,2.0,사기꾼들과 노닐다 웬 애국자 플레이? 그게 이 시대의 코미디
12,2,암살,이주현,3.5,장총 든 전지현으로 기억될 1930년대의 한 풍경
13,2,암살,황진미,3.5,어느 시공간에 갖다놔도 장르의 재미는 계속된다
14,2,암살,이예지,3.5,여성캐릭터도 블록버스터의 주인공이 될 수 있다는 걸 입증한 것만으로도
15,2,암살,김혜리,3.5,"최동훈의 안단테, 하정우의 칸타빌레"
16,3,어벤져스: 에이지 오브 울트론,김혜리,3.5,"작가 조스 웨던의 장단점이 만개한, 확신에 찬 한수"
17,3,어벤져스: 에이지 오브 울트론,박평식,3.0,너저분한 페스티벌
18,3,어벤져스: 에이지 오브 울트론,송경원,4.0,상향 평준화된 슈퍼히어로 프랜차이즈의 어떤 완성형
19,3,어벤져스: 에이지 오브 울트론,윤혜지,3.5,영웅들의 마음 수련은 계속된다
20,3,어벤져스: 에이지 오브 울트론,이주현,4.0,복잡한 구조 속의 완벽한 균형감
21,3,어벤져스: 에이지 오브 울트론,황진미,3.0,중2병 걸린 개똥철학자와 잡탕찌개 두 그릇을 먹은 느낌
22,3,어벤져스: 에이지 오브 울트론,이용철,3.0,충실한 팬들을 향해 몸을 틀었다. 조금 이르다
23,3,어벤져스: 에이지 오브 울트론,이동진,3.5,끝없이 뻗어가는 마블 시네마틱 유니버스의 거대한 광맥
24,4,내부자들,박평식,2.5,클리셰의 지뢰밭
25,4,내부자들,이용철,3.0,현실을 닮아 영화가 점점 무서워진다
26,4,내부자들,황진미,4.0,내부자가 되어서야만 알 수 있는 대한민국 권력의 구조
27,4,내부자들,이주현,3.5,<베테랑>의 19금 버전 ‘정의는 어쨌든 살아 있다’
28,4,내부자들,윤혜지,3.0,말과 수가 아니었다면 이기지 못했을 판
29,4,내부자들,이예지,3.0,"기득권의 판, 속속들이 파헤친다"
30,4,내부자들,김현수,2.5,‘내’용이 ‘부’실하니 ‘자’랑할 건 배우‘들’뿐
31,4,내부자들,이동진,2.5,적나라하고 자극적인 효과 자체에 사로잡혀 있다
32,4,내부자들,김혜리,3.0,‘외부자들’에게는 가망 없는 곳에서 꾸는 백일몽
33,5,킹스맨: 시크릿 에이전트,박평식,3.5,폭력의 댄디즘이라니
34,5,킹스맨: 시크릿 에이전트,이용철,4.0,한심한 블록버스터들을 비웃어줄 짜릿한 녀석. 빛난다.
35,5,킹스맨: 시크릿 에이전트,장영엽,4.0,스냅백을 쓴 ’영’ 제임스 본드의 탄생
36,5,킹스맨: 시크릿 에이전트,이주현,4.0,<킥애스: 영웅의 탄생> <엑스맨: 퍼스트 클래스>를 뛰어넘는다
37,5,킹스맨: 시크릿 에이전트,송경원,4.0,우아한 난장판. 매너로 무장한 똘끼. 점잖게 미쳐 돌아간다.
38,5,킹스맨: 시크릿 에이전트,이동진,4.0,취향의 폭주 끝에서 마주치는 뻔뻔한 클라이맥스의 쾌감
39,5,킹스맨: 시크릿 에이전트,김혜리,2.5,새로움을 가장한 패션 뒤의 노골적 퇴행
40,6,사도,김혜리,3.0,"병든 아버지의 나라, 병든 아버지라는 나라"
41,6,사도,박평식,3.0,"성정보다 행위, 비통할 따름"
42,6,사도,이용철,4.0,안다고 생각했던 이야기를 전혀 다르게 느끼도록 만든다
43,6,사도,황진미,3.0,"부자갈등으로 사사화시키고, ‘봉합’에 의의를 두었구나"
44,6,사도,이화정,3.5,모던한 연출과 모던한 연기의 합일
45,6,사도,김성훈,4.0,비극으로만 그치지 않고 아버지와 아들의 진정한 화해를 시도하는
46,6,사도,유지나,3.5,영화로 역사를 묻는 흥미진진 팩션사극 만발!
47,6,사도,이동진,3.5,천둥 같은 분노가 아니라 이슬 같은 무력감
48,7,미션 임파서블: 로그네이션,김혜리,3.0,이 모든 게 헌트의 정교한 백일몽이 아닐까 처음으로 상상해 보다
49,7,미션 임파서블: 로그네이션,박평식,3.5,고전이 녹아든 스피드와 서스펜스
50,7,미션 임파서블: 로그네이션,이동진,4.0,첩보 장르의 서스펜스와 액션 장르의 스펙터클의 흥미진진한 배합
51,7,미션 임파서블: 로그네이션,이용철,4.0,이제 톰 크루즈는 캐리 그랜트 같은 아이콘에 근접했다
52,7,미션 임파서블: 로그네이션,황진미,3.0,통제되지 않는 정보기관 IMF가 그대로 존치되어야 한다고?
53,7,미션 임파서블: 로그네이션,이화정,4.0,시리즈의 본령을 완벽하게 되살린 경지
54,7,미션 임파서블: 로그네이션,장영엽,4.0,"선을 닮은 악, 악을 닮은 선"
55,7,미션 임파서블: 로그네이션,김현수,4.0,히치콕을 만난 톰 크루즈
56,8,쥬라기 월드,황진미,3.0,업그레이드에는 성공. 인물과 서사를 만드는 데는 실패
57,8,쥬라기 월드,장영엽,3.0,공룡과 21세기 테마파크가 만나면
58,8,쥬라기 월드,송경원,3.0,"랩터와 T-렉스가 주인공인 괴수물, 일편단심 1편 바라기"
59,8,쥬라기 월드,이동진,3.0,그저 시리즈 1편만 하염없이 바라본다
60,8,쥬라기 월드,이용철,3.0,이건 괴수물이다.
61,9,연평해전,김현수,2.5,130분 과정 예비군 안보교육
62,9,연평해전,송경원,2.0,"만들어진 애국, 빗나간 눈물. 앙상하고 엉성하다."
63,9,연평해전,이동진,2.0,내내 관성적인 작법과 시종 경직된 연출
64,9,연평해전,황진미,3.0,"‘왜?’라는 질문의 결여로, 선빵의 중요성만 부각된다"
65,10,검은 사제들,박평식,2.5,버터에 된장을 섞어 볶고 태우다
66,10,검은 사제들,이용철,3.0,"단편에 없었던 의미를 부여했다면, 더 좋았을 것이다"
67,10,검은 사제들,황진미,3.0,"한국적 특수성을 소거한 채, 인류적 보편성에 기대다. 왜?"
68,10,검은 사제들,이주현,3.0,강동원 캐스팅은 신의 한수
69,10,검은 사제들,윤혜지,3.0,선택과 집중의 좋은 예
70,10,검은 사제들,김혜리,2.5,"클로즈업과 트라우마, 설명은 과하고 기(氣)는 약하다"
71,10,검은 사제들,이동진,3.0,모험적 시도에 스타파워가 제대로 기여한 경우.
72,11,마션,박평식,4.0,"복 있으라, 즐겁게 버티는 자"
73,11,마션,송경원,4.0,긍정 끝판왕의 화성 탐사 시뮬레이션 게임. 몰입도는 <문명>급
74,11,마션,이용철,3.5,그도 이제 행복한 귀환을 꿈꾸는구나
75,11,마션,이동진,4.0,하나를 위한 전체. 세상에서 가장 낙천적인 (SF)재난영화
76,11,마션,김혜리,4.0,유캔두잇&위아더월드. 문제해결 프로세스가 만들어내는 큰 재미
77,11,마션,유지나,4.0,"지구적 포기 넘어, 우주적으로 살아가는 감흥~"
78,12,히말라야,김성훈,3.0,실화의 빈 곳을 영리하게 메우는 산악영화
79,12,히말라야,박평식,2.0,"생고생 연기, 헛고생 연출"
80,12,히말라야,윤혜지,3.0,모범적인 실화의 영화화. 예기치 못한 지점에서 호감이 생긴다
81,12,히말라야,이동진,2.0,도통 터지지 않는 웃음. 맺히자마자 얼어붙는 눈물
82,12,히말라야,이용철,2.0,안 그래도 울 일은 많으니까 억지로 울리려 애쓰지 말기를
83,12,히말라야,이주현,3.5,편견 없이 보면 더 감동적인 감동실화
84,12,히말라야,황진미,3.5,"운명처럼 도착하여, 인간과 시신에 대한 예의를 일깨우다"
85,13,인사이드 아웃,김혜리,3.5,행복에 있어서 슬픔을 다루는 기술의 중요성. 픽사의 리바운드
86,13,인사이드 아웃,박평식,4.0,감정 내시경!
87,13,인사이드 아웃,이화정,4.0,정교한 성장의 메커니즘. 내 기억저장소에 킵!
88,13,인사이드 아웃,김소희,4.0,내가 성장하는 동안 일어났을 감정의 격랑들
89,13,인사이드 아웃,김현수,4.5,이제와 항상 영원히 픽사
90,13,인사이드 아웃,유지나,3.0,감정 컨트롤 타워 속내 구경. 흥미로운 나들의 관계!
91,13,인사이드 아웃,이동진,4.0,나는 이제 너에게도 슬픔을 주겠다. 사랑보다 소중한 슬픔을 주겠다. (정호승 <슬픔이 기쁨에게>)
92,13,인사이드 아웃,이용철,4.0,"내 머리와 가슴속은 어떻게 생겼을까, 마구마구 궁금하게 만든다"
93,13,인사이드 아웃,황진미,3.5,정신분석학의 성과를 역동적으로 공간화한 수작
94,15,조선명탐정 : 사라진 놉의 딸,이용철,2.5,어른들이 못난 탓에 아이들만 죽어나는구나
95,15,조선명탐정 : 사라진 놉의 딸,황진미,3.0,깨알같은 개그와 허허실실 캐릭터가 살아있는 조선명콤비!
96,16,인턴,박평식,3.0,재미와 교훈은 중반까지만
97,16,인턴,장영엽,3.5,"진짜 어른이 만든, 진짜 어른의 세계에 대한 영화"
98,16,인턴,이용철,2.5,딱 80년대식 코미디의 낙관
99,17,터미네이터 제니시스,박평식,2.5,"설정은 고작, 액션은 가까스로"
100,17,터미네이터 제니시스,장영엽,3.0,1편으로부터 다시 시작한다
101,17,터미네이터 제니시스,김현수,3.5,아빠가 되어 돌아온 터미네이터
102,17,터미네이터 제니시스,김혜리,2.5,캐릭터는 흔들리고 이야기는 소진돼 다음에 어찌할지
103,17,터미네이터 제니시스,이동진,2.5,"음, 이렇게 두편이 더 나온다는 건데…"
104,17,터미네이터 제니시스,이용철,3.0,이 정도면 기본은 하는 리부팅
105,17,터미네이터 제니시스,황진미,3.0,노병은 죽지 않는다. 윤회하며 늙어갈 뿐이다
106,18,분노의 질주: 더 세븐,이용철,3.5,"재미는 무조건 보장하는 시리즈, 사실 더 큰 의미가 있는 시리즈"
107,18,분노의 질주: 더 세븐,송경원,3.5,<미션 임파서블>로 시작했다가 <트랜스포머>를 지나 <휴먼다큐 사람이 좋다>로 마무리
108,19,스타워즈: 깨어난 포스,박평식,3.5,"아쉬워도 감격, 힘찬 시동!"
109,19,스타워즈: 깨어난 포스,이용철,4.0,이렇게 정치적인 시리즈였나?
110,19,스타워즈: 깨어난 포스,이화정,3.5,"J. J. 에이브럼스, 치우치지 않는 지휘"
111,19,스타워즈: 깨어난 포스,장영엽,3.5,(새로운 동반자와 함께) 집으로 돌아가는 길
112,19,스타워즈: 깨어난 포스,이주현,3.5,"올드 앤드 뉴, 너와 나의 연결고리 편"
113,19,스타워즈: 깨어난 포스,김성훈,4.0,다음편을 빨리 만들어 내놓아라
114,19,스타워즈: 깨어난 포스,김혜리,3.5,"성과 인종에 대한 관점을 개정증보한, <스타워즈: 새로운 희망>의 리팩"
115,20,스물,이용철,2.5,미래의 가능성과 희망? 지금 웃으며 할 이야기는 아닌 것 같다
116,20,스물,김성훈,2.0,재기 넘치게 펼쳐놓고 전형적으로 봉합하는
117,21,앤트맨,김혜리,3.0,마블 스튜디오 장르 진열장에 귀여운 하이스트 무비 추가
118,21,앤트맨,박평식,3.0,사이즈의 마술로 재미 쑥쑥
119,21,앤트맨,이용철,4.0,요즘 슈퍼히어로들이 잃어버린 걸 되찾아냈다
120,21,앤트맨,황진미,3.5,"개미처럼 성실한 상상, 깨알처럼 빼곡한 재미"
121,22,극비수사,박평식,3.0,곽경택이 힘 빼고 각을 좁히면
122,22,극비수사,황진미,3.5,꼭 살아 있다는 믿음. 꼭 살려야 한다는 원칙. 그게 필요했다
123,22,극비수사,김성훈,4.0,비상식이 당연한 시대에 불어넣는 휴머니티
124,22,극비수사,정지혜,3.5,소신과 뚝심으로 일군 곽경택표 가족드라마
125,22,극비수사,이용철,4.0,"곽경택과 김윤석의 부활, 유해진의 굳히기"
126,22,극비수사,이화정,3.0,사건이 아니라 신념을 형상화
127,22,극비수사,김현수,4.0,사람이 사람을 구원한다
128,22,극비수사,이동진,2.5,소재의 개성을 살려내지 못했다
129,23,빅 히어로,박평식,3.0,눈치껏 모아 부풀린
130,23,빅 히어로,송경원,3.5,"최상은 아니라도 꽤 잘빠진, 조립식 장난감"
131,23,빅 히어로,윤혜지,4.0,저 품에 안겨 있으면 세상만사가 평화로울 것 같다
132,23,빅 히어로,이용철,3.0,"대세는 슈퍼히어로, 저항할 수 없다면 끌어안기"
133,23,빅 히어로,주성철,3.5,소년과 로봇의 우정에 스탠 리의 향기를
134,24,메이즈 러너: 스코치 트라이얼,이화정,3.0,"레벨 업, 오락적 측면에서"
135,24,메이즈 러너: 스코치 트라이얼,송경원,3.0,"더 다듬어지고 덜 펄떡이는, 징검다리의 딜레마"
136,25,탐정 : 더 비기닝 ,박평식,2.5,코미디에 말려든 미스터리
137,25,탐정 : 더 비기닝 ,황진미,3.5,"코미디도 좋고, 추리극도 기대 이상. 단 여성혐오의 스멜이…"
138,25,탐정 : 더 비기닝 ,김성훈,3.5,"권상우, 성동일 콤비의 <아빠! 어디가?>"
139,25,탐정 : 더 비기닝 ,이동진,2.5,웃음이 나다가도 멈칫멈칫하게 된다
140,26,미니언즈,송효정,3.0,미니언 귀요미들의 매력에 풍덩
141,26,미니언즈,이주현,2.5,단세포 캐릭터의 매력을 감당 못하는 스토리
142,26,미니언즈,김혜리,2.5,<마다가스카의 펭귄>보다 덜 성공적인 스핀오프. 그래도 바나나!
143,26,미니언즈,이용철,2.5,너무 귀엽다. 그러나 그걸로 다 용서되는 건 아니다
144,26,미니언즈,윤혜지,2.0,귀여움 끝판왕 vs 참을 수 없는 스핀오프의 가벼움
145,26,미니언즈,이동진,2.5,귀여운 캐릭터만으로는 부족할 수밖에
146,27,스파이,박평식,3.0,엉뚱하고 푸짐한 ‘말빨쇼’
147,27,스파이,이용철,3.5,재미로 치면 으뜸이다
148,27,스파이,김현수,4.0,멜리사 매카시 만세
149,27,스파이,김혜리,3.5,<킹스맨: 시크릿 에이전트>의 단점에 대한 해독제. 속편이 기대되는 고영양가 코미디
150,28,강남 1970,박평식,2.0,스타일도 70년대
151,28,강남 1970,윤혜지,2.5,강남의 말론 브랜도를 꿈꾸었으나 이민호의 기럭지만 오롯이 남았다
152,28,강남 1970,이용철,3.0,결국 가장 악질인 쓰레기가 그 땅을 차지했다는 이야기
153,28,강남 1970,이화정,3.0,"유하의 거리. 앞선 두 거리보다 폭은 넓어졌으나, 너무 혼잡함"
154,28,강남 1970,주성철,3.5,"거리 3부작을 넘어 정치, 조폭, 땅을 엮는 야심만큼은 대단"
155,28,강남 1970,황진미,3.0,자극은 강렬하나 울림은 새롭지 않다. 이젠 사극이라 할 판
156,28,강남 1970,이동진,2.0,"밑그림만 뚜렷할 뿐, 마음 둘 곳 없이 온통 비릿하다"
157,29,악의 연대기,박평식,2.5,반전강박이 도졌어
158,29,악의 연대기,송경원,3.5,팽팽히 당기는 맛은 모자라도 할 건 다 하는 모범생 스릴러
159,29,악의 연대기,이동진,2.0,반전 강박에 잡아먹힌 또 한편의 스릴러
160,29,악의 연대기,이용철,2.5,딱 기성복만큼의 핏
161,29,악의 연대기,이예지,3.0,논리가 아닌 정서로 끌고 가는 스릴러
162,30,뷰티 인사이드,김혜리,2.0,아주 간단한 수식이 아주 더디게 풀리는 과정을 지켜보는 기분
163,30,뷰티 인사이드,이예지,2.5,좋은 기획으로 아쉬운 영화를 만든 사례
164,30,뷰티 인사이드,이용철,2.5,외모를 내면이라 착각하는 사람들에게
165,30,뷰티 인사이드,김성훈,2.5,둘 사이에서만 머물러 있는 고민 때문에 리얼리티를 확보하지 못하는 로맨틱 코미디
166,30,뷰티 인사이드,김현수,2.5,그러니까 연애의 완성은 얼굴?
167,30,뷰티 인사이드,이화정,2.5,표피를 벗기고 벗겨내도 자꾸 겉모습만 드러나는 형국
168,31,부산행,박평식,3.5,쾌속의 감흥에서 신파의 터널로
169,31,부산행,이용철,4.0,좀비영화 보면서 울었네
170,31,부산행,한동원,3.5,'드디어 좀비영화 본격 국산화에 성공'에서 멈춰서버린 성취
171,31,부산행,이화정,3.5,"한국영화계, 좀비와 연상호를 획득"
172,31,부산행,윤혜지,4.0,우리가 이미 알고 있는 디스토피아
173,31,부산행,정지혜,3.0,"연상호 세계의 범작, 그 호기로운 시도"
174,31,부산행,김현수,3.5,좀비가 한국에 와서 고생이 많다
175,31,부산행,허남웅,3.5,"'헬조선' 발 좀비 열차를 타라! 재미 보장, 안전은 보장 못함"
176,31,부산행,김혜리,3.5,마음껏 애도하고 분노하지 못한 자를 위한 호러 판타지
177,31,부산행,황진미,3.5,휘몰아치는 좀비 액션물이자 협력을 강조하는 윤리극
178,32,검사외전,박평식,2.5,"무리수, 티켓 파워가 뭐기에"
179,32,검사외전,이용철,2.5,분노할 일에 웃게 만들기
180,32,검사외전,황진미,3.0,"진지한 법정극으로는 중간, 경쾌한 사기극으로는 추천"
181,32,검사외전,이주현,3.0,훨훨 나는 강동원 보는 재미
182,32,검사외전,김성훈,3.0,사기꾼의 거짓말을 장착한 검사의 복수극
183,32,검사외전,김현수,3.0,이마에 웃김을 붙이고 권력에 맞서는 강동원
184,32,검사외전,이동진,2.5,배우의 매력으로 가린 허점
185,33,캡틴 아메리카: 시빌 워,박평식,3.5,팽팽한 자중지란의 재미
186,33,캡틴 아메리카: 시빌 워,이동진,4.0,익숙함과 새로움 사이의 절묘한 균형감각
187,33,캡틴 아메리카: 시빌 워,한동원,4.0,어렵사리 부어온 적금 이제야 탄 기분
188,33,캡틴 아메리카: 시빌 워,장영엽,3.5,"시작을 위한 끝, 끝을 위한 시작"
189,33,캡틴 아메리카: 시빌 워,이주현,4.0,"갈수록 진화하는 마블+디즈니, 독주는 계속되리"
190,33,캡틴 아메리카: 시빌 워,송경원,4.0,캐릭터 앞에 평등한 마블식 정리정돈
191,33,캡틴 아메리카: 시빌 워,김현수,3.5,"초딩으로 돌아간 슈퍼히어로, 토르와 헐크 빼고 우정 투쟁"
192,33,캡틴 아메리카: 시빌 워,이예지,4.0,수많은 히어로들을 한 스크린에 조화롭게 공존시키는 MCU의 힘
193,33,캡틴 아메리카: 시빌 워,허남웅,4.0,마블 대 DC 무비 워: 마블 한수 위
194,33,캡틴 아메리카: 시빌 워,김혜리,3.5,덤덤한 포만감. 슈퍼히어로 장르가 도달한 1차 포화점
195,33,캡틴 아메리카: 시빌 워,황진미,3.0,"명분에 의한 내전이 아니라, 사감에 의한 패싸움일세"
196,34,밀정,김성훈,4.0,경계에 선 송강호의 변화무쌍한 얼굴이 서사를 만든다
197,34,밀정,박평식,2.5,김지운에게 클리셰와 트렌드라니
198,34,밀정,이용철,4.5,인간은 무엇으로 사는가
199,34,밀정,이주현,4.0,강박적 이분법을 넘어 뜨거운 회색지대로
200,34,밀정,장영엽,3.5,이야기가 아니라 표정과 정서로 각인될 영화
201,34,밀정,한동원,4.0,장르의 틈새에 녹아든 경계인의 초상
202,34,밀정,허남웅,3.5,친일의 매트릭스에서 각성하라!
203,34,밀정,김혜리,3.5,궤도로 돌아와 원숙해진 김지운의 무드. 경성역 도착까지는 표정과 음향에 흠뻑 취한다 
204,34,밀정,황진미,4.0,"성패가 아닌, 사람이 마땅히 해야될 일을 생각한다는 것"
205,35,터널,박평식,3.0,화생방 실습에서 민방위 훈련으로
206,35,터널,이용철,3.5,"버티면서 구한 중산층의 삶, 끝에서 시작되는 질문"
207,35,터널,이화정,3.5,유머와 공포를 오가는 씁쓸함. 이 정도면 다큐멘터리급
208,35,터널,이주현,3.5,과하지 않게 위트와 메시지를 담는 솜씨가 일품
209,35,터널,정지혜,3.5,"폐허 한가운데서도 돌탑을 쌓아올리는데, 울고만 있을 수 있나"
210,35,터널,김현수,4.0,무너진 나라에서 살아남기
211,35,터널,이예지,3.5,나 아직 살아 있다고 외치는 사람들에게
212,35,터널,허남웅,3.0,"삼풍부터 세월호까지, 여전히 터널 안에 갇힌 안전"
213,35,터널,황진미,3.5,극한의 상황에서 긍정적인 삶의 윤리를 일깨우다
214,36,럭키,이주현,2.5,뭘 해도 통하는 유해진의 코미디
215,36,럭키,윤혜지,2.5,귀여움만 닮았다
216,36,럭키,허남웅,2.0,유해진 배우가 가끔 개인기로 웃겨준다
217,36,럭키,이용철,3.0,밸런스만 잘 유지되었다면
218,37,곡성(哭聲),이동진,5.0,그 모든 의미에서 무시무시하다
219,37,곡성(哭聲),김성훈,4.5,맥거핀을 쌍절곤 돌리듯이
220,37,곡성(哭聲),박평식,3.5,"5종복합혈투, 플롯 하나는 귀신이 곡하겠어"
221,37,곡성(哭聲),윤혜지,4.0,여전히 실체 없는 두려움. 그럼에도 속절없이 낚이고 만다
222,37,곡성(哭聲),이예지,4.0,"순연한 악, 그 압도적 박력"
223,37,곡성(哭聲),이용철,4.0,지가 먼저 현혹하면서 현혹되지 말라니
224,37,곡성(哭聲),장영엽,4.5,"기꺼이 낚이고 싶은, 위험하고도 황홀한 미끼"
225,37,곡성(哭聲),한동원,4.5,작두 탄 영화
226,37,곡성(哭聲),허남웅,4.5,"곡소리 나는 이야기, 억소리 나는 연출"
227,37,곡성(哭聲),김현수,4.5,‘마음’을 영화로 뒤흔든다
228,37,곡성(哭聲),이화정,4.0,냉기를 품고 전력질주. 허술함과 완벽함 사이의 작두타기
229,37,곡성(哭聲),송경원,3.0,"본 자와 보지 못한 자 가릴 것 없이 미혹하는 거대한 쇼, 허기진 이야기"
230,37,곡성(哭聲),황진미,4.0,인간은 미혹되는 존재이자 끝까지 믿지도 못하는 존재라네
231,37,곡성(哭聲),김혜리,3.0,인과의 도치로 엮은 올무
232,38,인천상륙작전,박평식,1.5,"겉멋 상륙, 작렬"
233,38,인천상륙작전,이용철,1.0,리암 니슨 이름 봐서 별 한개 추가
234,38,인천상륙작전,황진미,2.0,"반공주의와 영웅주의로 범벅된, 맥아더에게 바치는 헌사"
235,38,인천상륙작전,김성훈,1.0,2016년판 <똘이장군>
236,38,인천상륙작전,허남웅,2.0,시대가 뒤로 가니 영화도 역행한다
237,39,닥터 스트레인지,김혜리,3.0,<배트맨 비긴즈> <인셉션> <매트릭스> <해리 포터>의 자재를 종합해 지은 마블대공원 내 매직 아일랜드
238,39,닥터 스트레인지,박평식,3.0,곁눈질치곤 화려하고 요란하네
239,39,닥터 스트레인지,이용철,3.5,이상한 녀석에게 빠져버렸다
240,39,닥터 스트레인지,한동원,3.0, 이토록 화려한 시각효과의 홍수를 뚫고 밀려오는 졸음이야말로 진정 스트레인지
241,39,닥터 스트레인지,이주현,4.0," 컴버배치가 마법을 부린다, 디즈니가 마법을 부린다"
242,39,닥터 스트레인지,허남웅,4.0,"약은 약사에게, 진료는 의사(Dr.)에게, 히어로물은 마블에"
243,40,덕혜옹주,김성훈,2.5,덕혜옹주보러 갔다가 김장한(박해일)한테 몰입됐네
244,40,덕혜옹주,허남웅,3.0,역사와 사랑 사이에서 애매한 줄타기
245,40,덕혜옹주,김혜리,2.5,무미무취한 ‘비운의 왕녀’ 이야기
246,40,덕혜옹주,박평식,2.5," 당혹, 허진호의 멜로 활극"
247,40,덕혜옹주,이용철,3.5,정말 이상하고 그만큼 슬픈 이야기
248,40,덕혜옹주,한동원,3.0,"허진호의 속 깊은 시선이 끝내 아쉬웠던, 우리들의 처연한 역사"
249,40,덕혜옹주,황진미,3.0,구황실이 독립운동을 했다고 믿고싶은 욕망의 불순함
250,41,마스터,김혜리,3.0,16부작 미니시리즈를 한 자리에서 본 기분
251,41,마스터,박평식,2.5,알짜배기 100분과 군더더기 42분
252,41,마스터,이용철,2.5,여러 답들을 모아 쓴 오답
253,41,마스터,한동원,3.0,"지금, 이 영화가 그리도 공들여 만들어낸 ‘건국 이래 최대 게이트’는 무척이나 김빠져 보인다"
254,41,마스터,이주현,3.0,이병헌의 1대 100
255,41,마스터,김성훈,2.5,사족이 너무 길다
256,41,마스터,정지혜,3.0,걷어내기의 미덕이 무척 아쉬운. 
257,41,마스터,황진미,3.0,"정의를 실현하는 백마 탄 초인을 믿다니, 얼마나 순진한가"
258,41,마스터,이예지,2.5,허공에서 공회전하는 오락영화
259,41,마스터,허남웅,3.5,굳이 현실과 연관하지 않아도 흥미롭게 볼 수 있는
260,42,신비한 동물사전,김혜리,3.5,확고한 세계관과 그 세계를 이해하는 숙련된 프로덕션. 2016년의 세상이 필요로 하는 판타지
261,42,신비한 동물사전,박평식,3.0,환멸의 시대를 버티는 이들에게
262,42,신비한 동물사전,장영엽,2.5,이렇게까지 착할 줄은 몰랐지
263,42,신비한 동물사전,송경원,3.5, “내 상상력은 이만큼 뛰어나지 않으니까”
264,42,신비한 동물사전,허남웅,3.5, J. K. 롤링이야말로 신비한 판타지 사전
265,42,신비한 동물사전,황진미,3.0,<해리 포터>의 후광에 힘입어 타자와의 공존을 말하다
266,42,신비한 동물사전,윤혜지,4.0,"롤링의 팝업북, 존재만으로 감사합니다"
267,42,신비한 동물사전,이예지,3.5,마법 세계를 여행하는 ‘노마지’를 위한 안내서
268,42,신비한 동물사전,이용철,3.5,첫 녀석을 본 순간부터 내 눈은 반짝이기 시작했다
269,43,주토피아,안현진,4.0,볼거리+귀여움+감동의 3박자를 다 갖췄다
270,43,주토피아,장영엽,3.5,차이와 편견에 대한 디즈니의 흥미로운 우화
271,43,주토피아,김성훈,3.5,태어날 때부터 정해지는 건 없다
272,43,주토피아,이동진,3.5,현실의 문제를 더욱 또렷하게 드러내는 잘 만든 우화의 탄력
273,44,아가씨,김혜리,4.0,나쁜 섹스 vs. 좋은 섹스. 사랑과 착취가 꽃피는 인형의 집
274,44,아가씨,박평식,3.0,때깔에 취하고 놀이에 체하다
275,44,아가씨,이동진,4.0,검은 유머와 회색 플롯 사이로 경쾌하게 질주하는 붉은 감정
276,44,아가씨,이화정,4.0,"김민희라는 견고함, 김태리라는 당돌함. 당차고 아름다운 연대"
277,44,아가씨,장영엽,4.0,박찬욱 감독의 영화 중 가장 사랑스럽다
278,44,아가씨,김성훈,4.0,한국영화 사상 가장 뭉클하고 애틋한 두 여성의 연대
279,44,아가씨,송경원,3.5,탁월하게 예쁘지만 아름답진 못한 것(들)
